osmid,name,activity_type,x,y,wgs84_coords,h3_index,latitude,longitude
198,Unnamed_home_198,home,100.49922885,13.7562801,"(100.49922885, 13.7562801)",8864a4b13bfffff,13.7562801,100.49922885
199,Unnamed_home_199,home,100.49921639487104,13.756117328487926,"(100.49921639487104, 13.756117328487926)",8864a4b13bfffff,13.756117328487926,100.49921639487104
200,Unnamed_home_200,home,100.49926639999998,13.7559654,"(100.49926639999998, 13.7559654)",8864a4b13bfffff,13.7559654,100.49926639999998
201,Unnamed_home_201,home,100.49906475,13.756146349999998,"(100.49906475, 13.756146349999998)",8864a4b13bfffff,13.756146349999998,100.49906475
202,Unnamed_home_202,home,100.49903555,13.75597695,"(100.49903555, 13.75597695)",8864a4b13bfffff,13.75597695,100.49903555
203,Unnamed_home_203,home,100.4988721,13.75572855,"(100.4988721, 13.75572855)",8864a4b13bfffff,13.75572855,100.4988721
204,Unnamed_home_204,home,100.49902015,13.755676749999996,"(100.49902015, 13.755676749999996)",8864a4b13bfffff,13.755676749999996,100.49902015
205,Unnamed_home_205,home,100.49923565717476,13.755570921457846,"(100.49923565717476, 13.755570921457846)",8864a4b13bfffff,13.755570921457846,100.49923565717476
206,Unnamed_home_206,home,100.49948266853976,13.755515746546893,"(100.49948266853976, 13.755515746546893)",8864a4b13bfffff,13.755515746546893,100.49948266853976
207,Unnamed_home_207,home,100.50044842088649,13.756048895187218,"(100.50044842088649, 13.756048895187218)",8864a4b139fffff,13.756048895187218,100.50044842088649
208,Unnamed_home_208,home,100.50061985,13.7559636,"(100.50061985, 13.7559636)",8864a4b139fffff,13.7559636,100.50061985
209,Unnamed_home_209,home,100.50051434914548,13.755954132425078,"(100.50051434914548, 13.755954132425078)",8864a4b139fffff,13.755954132425078,100.50051434914548
210,Unnamed_home_210,home,100.50061985,13.7560897,"(100.50061985, 13.7560897)",8864a4b139fffff,13.7560897,100.50061985
211,Unnamed_home_211,home,100.50069535409774,13.756189719772156,"(100.50069535409774, 13.756189719772156)",8864a4b139fffff,13.756189719772156,100.50069535409774
212,Unnamed_home_212,home,100.50054515,13.756171000000004,"(100.50054515, 13.756171000000004)",8864a4b139fffff,13.756171000000004,100.50054515
213,Unnamed_home_213,home,100.50058717766896,13.756249305843696,"(100.50058717766896, 13.756249305843696)",8864a4b139fffff,13.756249305843696,100.50058717766896
214,Unnamed_home_214,home,100.500421,13.756300499999998,"(100.500421, 13.756300499999998)",8864a4b139fffff,13.756300499999998,100.500421
215,Unnamed_home_215,home,100.50032382429193,13.756196638391192,"(100.50032382429193, 13.756196638391192)",8864a4b139fffff,13.756196638391192,100.50032382429193
216,Unnamed_home_216,home,100.50029799267236,13.75607093056198,"(100.50029799267236, 13.75607093056198)",8864a4b139fffff,13.75607093056198,100.50029799267236
217,Unnamed_home_217,home,100.49978465523108,13.756352013649536,"(100.49978465523108, 13.756352013649536)",8864a4b13bfffff,13.756352013649536,100.49978465523108
218,Unnamed_home_218,home,100.49966791043528,13.756205518445636,"(100.49966791043528, 13.756205518445636)",8864a4b13bfffff,13.756205518445636,100.49966791043528
219,Unnamed_home_219,home,100.4996060976571,13.75612438198007,"(100.4996060976571, 13.75612438198007)",8864a4b13bfffff,13.75612438198007,100.4996060976571
220,Unnamed_home_220,home,100.49962754484793,13.755997731177068,"(100.49962754484793, 13.755997731177068)",8864a4b13bfffff,13.755997731177068,100.49962754484793
221,Unnamed_home_221,home,100.49954785923444,13.755948565312028,"(100.49954785923444, 13.755948565312028)",8864a4b13bfffff,13.755948565312028,100.49954785923444
222,Unnamed_home_222,home,100.4995137,13.755852149999996,"(100.4995137, 13.755852149999996)",8864a4b13bfffff,13.755852149999996,100.4995137
223,Unnamed_home_223,home,100.49988948161854,13.755842961052078,"(100.49988948161854, 13.755842961052078)",8864a4b139fffff,13.755842961052078,100.49988948161854
224,Unnamed_home_224,home,100.49978927449492,13.755888435837935,"(100.49978927449492, 13.755888435837935)",8864a4b139fffff,13.755888435837935,100.49978927449492
225,Unnamed_home_225,home,100.49967993197974,13.755919507372424,"(100.49967993197974, 13.755919507372424)",8864a4b13bfffff,13.755919507372424,100.49967993197974
226,Unnamed_home_226,home,100.4996403676886,13.755806039935017,"(100.4996403676886, 13.755806039935017)",8864a4b13bfffff,13.755806039935017,100.4996403676886
227,Unnamed_home_227,home,100.4996344,13.7556256,"(100.4996344, 13.7556256)",8864a4b13bfffff,13.7556256,100.4996344
228,Unnamed_home_228,home,100.49963449199436,13.755689617928653,"(100.49963449199436, 13.755689617928653)",8864a4b13bfffff,13.755689617928653,100.49963449199436
229,Unnamed_home_229,home,100.49968995484367,13.755657009046043,"(100.49968995484367, 13.755657009046043)",8864a4b13bfffff,13.755657009046043,100.49968995484367
230,Unnamed_home_230,home,100.4995268,13.7556167,"(100.4995268, 13.7556167)",8864a4b13bfffff,13.7556167,100.4995268
231,Unnamed_home_231,home,100.49961290602133,13.75556962001258,"(100.49961290602133, 13.75556962001258)",8864a4b13bfffff,13.75556962001258,100.49961290602133
232,Unnamed_home_232,home,100.4996498,13.755476599999998,"(100.4996498, 13.755476599999998)",8864a4b13bfffff,13.755476599999998,100.4996498
233,Unnamed_home_233,home,100.49972901265272,13.755542823373307,"(100.49972901265272, 13.755542823373307)",8864a4b139fffff,13.755542823373307,100.49972901265272
234,Unnamed_home_234,home,100.4997834,13.755627250000002,"(100.4997834, 13.755627250000002)",8864a4b139fffff,13.755627250000002,100.4997834
235,Unnamed_home_235,home,100.49989521940115,13.755556446179002,"(100.49989521940115, 13.755556446179002)",8864a4b139fffff,13.755556446179002,100.49989521940115
236,Unnamed_home_236,home,100.49987445,13.75548385,"(100.49987445, 13.75548385)",8864a4b139fffff,13.75548385,100.49987445
237,Unnamed_home_237,home,100.4999727305906,13.755483156645896,"(100.4999727305906, 13.755483156645896)",8864a4b139fffff,13.755483156645896,100.4999727305906
238,Unnamed_home_238,home,100.5000808556958,13.755443570896045,"(100.5000808556958, 13.755443570896045)",8864a4b139fffff,13.755443570896045,100.5000808556958
239,Unnamed_home_239,home,100.5000289607922,13.755573018226729,"(100.5000289607922, 13.755573018226729)",8864a4b139fffff,13.755573018226729,100.5000289607922
240,Unnamed_home_240,home,100.50078427434718,13.755337028064774,"(100.50078427434718, 13.755337028064774)",8864a4b139fffff,13.755337028064774,100.50078427434718
241,Unnamed_home_241,home,100.5010587,13.7553437,"(100.5010587, 13.7553437)",8864a4b139fffff,13.7553437,100.5010587
242,Unnamed_home_242,home,100.50092823913144,13.75534242503843,"(100.50092823913144, 13.75534242503843)",8864a4b139fffff,13.75534242503843,100.50092823913144
243,Unnamed_home_243,home,100.5009467,13.755404100000002,"(100.5009467, 13.755404100000002)",8864a4b139fffff,13.755404100000002,100.5009467
244,Unnamed_home_244,home,100.5012817654728,13.755565226105446,"(100.5012817654728, 13.755565226105446)",8864a4b139fffff,13.755565226105446,100.5012817654728
245,Unnamed_home_245,home,100.50118584224386,13.755622879326118,"(100.50118584224386, 13.755622879326118)",8864a4b139fffff,13.755622879326118,100.50118584224386
246,Unnamed_home_246,home,100.50098872722258,13.755544454248884,"(100.50098872722258, 13.755544454248884)",8864a4b139fffff,13.755544454248884,100.50098872722258
247,Unnamed_home_247,home,100.50095697841292,13.755477256499583,"(100.50095697841292, 13.755477256499583)",8864a4b139fffff,13.755477256499583,100.50095697841292
248,Unnamed_home_248,home,100.50102192054987,13.755243043813293,"(100.50102192054987, 13.755243043813293)",8864a4b139fffff,13.755243043813293,100.50102192054987
249,Unnamed_home_249,home,100.50139685,13.75532505,"(100.50139685, 13.75532505)",8864a4b139fffff,13.75532505,100.50139685
250,Unnamed_home_250,home,100.50138027170416,13.75524359379908,"(100.50138027170416, 13.75524359379908)",8864a4b139fffff,13.75524359379908,100.50138027170416
251,Unnamed_home_251,home,100.50136107912394,13.755147556238818,"(100.50136107912394, 13.755147556238818)",8864a4b139fffff,13.755147556238818,100.50136107912394
252,Unnamed_home_252,home,100.50121023600634,13.755121498391766,"(100.50121023600634, 13.755121498391766)",8864a4b139fffff,13.755121498391766,100.50121023600634
253,Unnamed_home_253,home,100.5012543,13.75522845,"(100.5012543, 13.75522845)",8864a4b139fffff,13.75522845,100.5012543
254,Unnamed_home_254,home,100.50128067121068,13.755380592988285,"(100.50128067121068, 13.755380592988285)",8864a4b139fffff,13.755380592988285,100.50128067121068
255,Unnamed_home_255,home,100.5014963517559,13.755728719171056,"(100.5014963517559, 13.755728719171056)",8864a4b139fffff,13.755728719171056,100.5014963517559
256,Unnamed_home_256,home,100.50154070635848,13.755926886514358,"(100.50154070635848, 13.755926886514358)",8864a4b139fffff,13.755926886514358,100.50154070635848
257,Unnamed_home_257,home,100.50127048020194,13.756010013236883,"(100.50127048020194, 13.756010013236883)",8864a4b139fffff,13.756010013236883,100.50127048020194
258,Unnamed_home_258,home,100.50136229385652,13.755983779039823,"(100.50136229385652, 13.755983779039823)",8864a4b139fffff,13.755983779039823,100.50136229385652
259,Unnamed_home_259,home,100.50143339999995,13.7560809,"(100.50143339999995, 13.7560809)",8864a4b139fffff,13.7560809,100.50143339999995
260,Unnamed_home_260,home,100.50068012928132,13.75578990645321,"(100.50068012928132, 13.75578990645321)",8864a4b139fffff,13.75578990645321,100.50068012928132
261,Unnamed_home_261,home,100.5005014,13.755682849999996,"(100.5005014, 13.755682849999996)",8864a4b139fffff,13.755682849999996,100.5005014
262,Unnamed_home_262,home,100.50043695,13.755455199999998,"(100.50043695, 13.755455199999998)",8864a4b139fffff,13.755455199999998,100.50043695
263,Unnamed_home_263,home,100.50038306752214,13.755558906535356,"(100.50038306752214, 13.755558906535356)",8864a4b139fffff,13.755558906535356,100.50038306752214
264,Unnamed_home_264,home,100.50026872055793,13.75562359008224,"(100.50026872055793, 13.75562359008224)",8864a4b139fffff,13.75562359008224,100.50026872055793
265,Unnamed_home_265,home,100.50035328148424,13.75566555136236,"(100.50035328148424, 13.75566555136236)",8864a4b139fffff,13.75566555136236,100.50035328148424
266,Unnamed_home_266,home,100.5003018366276,13.755737429743968,"(100.5003018366276, 13.755737429743968)",8864a4b139fffff,13.755737429743968,100.5003018366276
267,Unnamed_home_267,home,100.5004574,13.7557789,"(100.5004574, 13.7557789)",8864a4b139fffff,13.7557789,100.5004574
268,Unnamed_home_268,home,100.50037714999998,13.7558178,"(100.50037714999998, 13.7558178)",8864a4b139fffff,13.7558178,100.50037714999998
269,Unnamed_home_269,home,100.5002195,13.75595905,"(100.5002195, 13.75595905)",8864a4b139fffff,13.75595905,100.5002195
270,Unnamed_home_270,home,100.500132808657,13.755770676986144,"(100.500132808657, 13.755770676986144)",8864a4b139fffff,13.755770676986144,100.500132808657
271,Unnamed_home_271,home,100.50008178671384,13.7556676505939,"(100.50008178671384, 13.7556676505939)",8864a4b139fffff,13.7556676505939,100.50008178671384
272,Unnamed_home_272,home,100.50018047064744,13.755869876905388,"(100.50018047064744, 13.755869876905388)",8864a4b139fffff,13.755869876905388,100.50018047064744
273,Unnamed_transit_273,transit,100.5018801026702,13.754604563437002,"(100.5018801026702, 13.754604563437002)",8864a4b139fffff,13.754604563437002,100.5018801026702
274,Unnamed_other_274,other,100.50174513333334,13.754682233333334,"(100.50174513333334, 13.754682233333334)",8864a4b139fffff,13.754682233333334,100.50174513333334
275,ซุ้มประตูแพร่งสรรพศาสตร์,other,100.49836144600428,13.753310176466115,"(100.49836144600428, 13.753310176466115)",8864a4b13bfffff,13.753310176466115,100.49836144600428
276,Unnamed_home_276,home,100.50098962997365,13.75560890370537,"(100.50098962997365, 13.75560890370537)",8864a4b139fffff,13.75560890370537,100.50098962997365
277,Unnamed_home_277,home,100.5010049248006,13.755693455129922,"(100.5010049248006, 13.755693455129922)",8864a4b139fffff,13.755693455129922,100.5010049248006
278,Unnamed_home_278,home,100.50083505,13.755832300000002,"(100.50083505, 13.755832300000002)",8864a4b139fffff,13.755832300000002,100.50083505
279,U and D Guesthouse,other,100.49954552028812,13.75320015172692,"(100.49954552028812, 13.75320015172692)",8864a4b139fffff,13.75320015172692,100.49954552028812
280,Unnamed_home_280,home,100.4998224891229,13.75346074466182,"(100.4998224891229, 13.75346074466182)",8864a4b139fffff,13.75346074466182,100.4998224891229
281,โรงแรมเทพนิมิต,work,100.4997421422133,13.753282466111424,"(100.4997421422133, 13.753282466111424)",8864a4b139fffff,13.753282466111424,100.4997421422133
282,Unnamed_home_282,home,100.49986500591736,13.753302518219323,"(100.49986500591736, 13.753302518219323)",8864a4b139fffff,13.753302518219323,100.49986500591736
283,Unnamed_religion_283,religion,100.4993184,13.75478735,"(100.4993184, 13.75478735)",8864a4b13bfffff,13.75478735,100.4993184
284,Unnamed_religion_284,religion,100.49924657772576,13.754400954710356,"(100.49924657772576, 13.754400954710356)",8864a4b13bfffff,13.754400954710356,100.49924657772576
285,Unnamed_home_285,home,100.49955214748503,13.75455747849297,"(100.49955214748503, 13.75455747849297)",8864a4b13bfffff,13.75455747849297,100.49955214748503
286,Unnamed_religion_286,religion,100.49974543826538,13.754531075486836,"(100.49974543826538, 13.754531075486836)",8864a4b139fffff,13.754531075486836,100.49974543826538
287,Unnamed_religion_287,religion,100.49977649796062,13.754713307345924,"(100.49977649796062, 13.754713307345924)",8864a4b139fffff,13.754713307345924,100.49977649796062
288,Unnamed_religion_288,religion,100.49972873347858,13.75434770501333,"(100.49972873347858, 13.75434770501333)",8864a4b139fffff,13.75434770501333,100.49972873347858
289,Unnamed_home_289,home,100.49890988123708,13.754158417392196,"(100.49890988123708, 13.754158417392196)",8864a4b13bfffff,13.754158417392196,100.49890988123708
290,Unnamed_home_290,home,100.49910356614376,13.754249171946515,"(100.49910356614376, 13.754249171946515)",8864a4b13bfffff,13.754249171946515,100.49910356614376
291,Unnamed_home_291,home,100.49890950426928,13.754313222031262,"(100.49890950426928, 13.754313222031262)",8864a4b13bfffff,13.754313222031262,100.49890950426928
292,Unnamed_home_292,home,100.49883817184956,13.754531997012869,"(100.49883817184956, 13.754531997012869)",8864a4b13bfffff,13.754531997012869,100.49883817184956
293,Unnamed_religion_293,religion,100.49884495000002,13.754661200000005,"(100.49884495000002, 13.754661200000005)",8864a4b13bfffff,13.754661200000005,100.49884495000002
294,Unnamed_home_294,home,100.4995979,13.75412945,"(100.4995979, 13.75412945)",8864a4b139fffff,13.75412945,100.4995979
295,Unnamed_home_295,home,100.49951507723468,13.753849890745872,"(100.49951507723468, 13.753849890745872)",8864a4b13bfffff,13.753849890745872,100.49951507723468
296,Unnamed_home_296,home,100.5002614,13.7542521,"(100.5002614, 13.7542521)",8864a4b139fffff,13.7542521,100.5002614
297,Unnamed_home_297,home,100.50085774156103,13.754044675302106,"(100.50085774156103, 13.754044675302106)",8864a4b139fffff,13.754044675302106,100.50085774156103
298,Unnamed_home_298,home,100.50098027108852,13.75423874507537,"(100.50098027108852, 13.75423874507537)",8864a4b139fffff,13.75423874507537,100.50098027108852
299,หอเวทย์วิทยาคม,religion,100.50045043754533,13.752416931739694,"(100.50045043754533, 13.752416931739694)",8864a4b139fffff,13.752416931739694,100.50045043754533
300,สถานพระอิศวร,religion,100.5005955,13.752264150000002,"(100.5005955, 13.752264150000002)",8864a4b139fffff,13.752264150000002,100.5005955
301,สถานพระมหาวิฆเนรศวร,religion,100.50060877613453,13.752427303220824,"(100.50060877613453, 13.752427303220824)",8864a4b139fffff,13.752427303220824,100.50060877613453
302,สถานพระนารายณ์,religion,100.50061464809816,13.7525563769828,"(100.50061464809816, 13.7525563769828)",8864a4b139fffff,13.7525563769828,100.50061464809816
303,ศาลาแสดงนิทรรศการ,religion,100.5005112783607,13.75216938757898,"(100.5005112783607, 13.75216938757898)",8864a4b139fffff,13.75216938757898,100.5005112783607
304,ปุญญศาลา,religion,100.50064791397276,13.752161974079993,"(100.50064791397276, 13.752161974079993)",8864a4b139fffff,13.752161974079993,100.50064791397276
305,Unnamed_park_305,park,100.5006084540319,13.75248957276319,"(100.5006084540319, 13.75248957276319)",8864a4b139fffff,13.75248957276319,100.5006084540319
306,Unnamed_park_306,park,100.50060634999998,13.7523611,"(100.50060634999998, 13.7523611)",8864a4b139fffff,13.7523611,100.50060634999998
307,เทวาลัยพระศิวลึงค์,religion,100.5006538089846,13.752360474326366,"(100.5006538089846, 13.752360474326366)",8864a4b139fffff,13.752360474326366,100.5006538089846
308,เทวาลัยพระพรหมณ์,religion,100.50073845,13.7522569,"(100.50073845, 13.7522569)",8864a4b139fffff,13.7522569,100.50073845
309,อยแสงเจริญ,shopping,100.5008627,13.752603700000002,"(100.5008627, 13.752603700000002)",8864a4b139fffff,13.752603700000002,100.5008627
310,Unnamed_home_310,home,100.50052049790747,13.752063167655749,"(100.50052049790747, 13.752063167655749)",8864a4b139fffff,13.752063167655749,100.50052049790747
311,ล้อฮั่วฮวด,shopping,100.50061957226544,13.75193693641614,"(100.50061957226544, 13.75193693641614)",8864a4b139fffff,13.75193693641614,100.50061957226544
312,ภัทรการพิมพ์,shopping,100.50064789108576,13.751960526441142,"(100.50064789108576, 13.751960526441142)",8864a4b139fffff,13.751960526441142,100.50064789108576
313,สุวรรณประดิษฐ์,shopping,100.50076961795024,13.752141534528938,"(100.50076961795024, 13.752141534528938)",8864a4b139fffff,13.752141534528938,100.50076961795024
314,แสงธรรมประทีป,shopping,100.50073352969191,13.752059162682269,"(100.50073352969191, 13.752059162682269)",8864a4b139fffff,13.752059162682269,100.50073352969191
315,Unnamed_work_315,work,100.50069879703588,13.752002836950911,"(100.50069879703588, 13.752002836950911)",8864a4b139fffff,13.752002836950911,100.50069879703588
316,Unnamed_work_316,work,100.5006775101662,13.751978932889427,"(100.5006775101662, 13.751978932889427)",8864a4b139fffff,13.751978932889427,100.5006775101662
317,Unnamed_park_317,park,100.50131105172252,13.753712979785018,"(100.50131105172252, 13.753712979785018)",8864a4b139fffff,13.753712979785018,100.50131105172252
318,Unnamed_work_318,work,100.50083005000002,13.7523569,"(100.50083005000002, 13.7523569)",8864a4b139fffff,13.7523569,100.50083005000002
319,ลายไทย,shopping,100.5008361774829,13.752403204174982,"(100.5008361774829, 13.752403204174982)",8864a4b139fffff,13.752403204174982,100.5008361774829
320,อนันต์จิตติมา,shopping,100.50084230000002,13.75244945,"(100.50084230000002, 13.75244945)",8864a4b139fffff,13.75244945,100.50084230000002
321,Unnamed_shopping_321,shopping,100.50084842251717,13.752495695825017,"(100.50084842251717, 13.752495695825017)",8864a4b139fffff,13.752495695825017,100.50084842251717
322,Unnamed_work_322,work,100.50085452908414,13.75254200173656,"(100.50085452908414, 13.75254200173656)",8864a4b139fffff,13.75254200173656,100.50085452908414
323,Unnamed_work_323,work,100.5008586,13.752572850000002,"(100.5008586, 13.752572850000002)",8864a4b139fffff,13.752572850000002,100.5008586
324,ซี แอนด์ ที กิ๊ฟท์,shopping,100.50093623433214,13.753009979409054,"(100.50093623433214, 13.753009979409054)",8864a4b139fffff,13.753009979409054,100.50093623433214
325,ดุริยประดิษฐ์,shopping,100.50088285868102,13.753094088590732,"(100.50088285868102, 13.753094088590732)",8864a4b139fffff,13.753094088590732,100.50088285868102
326,Unnamed_shopping_326,shopping,100.50088533488056,13.753136173675689,"(100.50088533488056, 13.753136173675689)",8864a4b139fffff,13.753136173675689,100.50088533488056
327,Unnamed_home_327,home,100.50070493363692,13.75313909807673,"(100.50070493363692, 13.75313909807673)",8864a4b139fffff,13.75313909807673,100.50070493363692
328,Unnamed_work_328,work,100.50073887590509,13.752774687662788,"(100.50073887590509, 13.752774687662788)",8864a4b139fffff,13.752774687662788,100.50073887590509
329,Unnamed_work_329,work,100.50077817023204,13.752774203864938,"(100.50077817023204, 13.752774203864938)",8864a4b139fffff,13.752774203864938,100.50077817023204
330,Unnamed_work_330,work,100.50081869590596,13.752768968826253,"(100.50081869590596, 13.752768968826253)",8864a4b139fffff,13.752768968826253,100.50081869590596
331,Unnamed_home_331,home,100.50067818150586,13.75292971287227,"(100.50067818150586, 13.75292971287227)",8864a4b139fffff,13.75292971287227,100.50067818150586
332,Unnamed_work_332,work,100.5008144,13.7529174,"(100.5008144, 13.7529174)",8864a4b139fffff,13.7529174,100.5008144
333,บ้านขนมปังขิง,dining,100.50063325875612,13.75278114115692,"(100.50063325875612, 13.75278114115692)",8864a4b139fffff,13.75278114115692,100.50063325875612
334,Unnamed_home_334,home,100.50049255728966,13.752813963314448,"(100.50049255728966, 13.752813963314448)",8864a4b139fffff,13.752813963314448,100.50049255728966
335,Unnamed_home_335,home,100.50051896211626,13.75293379797427,"(100.50051896211626, 13.75293379797427)",8864a4b139fffff,13.75293379797427,100.50051896211626
336,Unnamed_home_336,home,100.50039011734503,13.75274109763261,"(100.50039011734503, 13.75274109763261)",8864a4b139fffff,13.75274109763261,100.50039011734503
337,Unnamed_home_337,home,100.5003680664754,13.752924489627889,"(100.5003680664754, 13.752924489627889)",8864a4b139fffff,13.752924489627889,100.5003680664754
338,Unnamed_park_338,park,100.50037697572444,13.752855857108948,"(100.50037697572444, 13.752855857108948)",8864a4b139fffff,13.752855857108948,100.50037697572444
339,Unnamed_home_339,home,100.50036816935844,13.75307972479961,"(100.50036816935844, 13.75307972479961)",8864a4b139fffff,13.75307972479961,100.50036816935844
340,Unnamed_home_340,home,100.5003689,13.752983400000002,"(100.5003689, 13.752983400000002)",8864a4b139fffff,13.752983400000002,100.5003689
341,Unnamed_home_341,home,100.50036844999998,13.753047,"(100.50036844999998, 13.753047)",8864a4b139fffff,13.753047,100.50036844999998
342,Unnamed_home_342,home,100.5003687,13.753015400000002,"(100.5003687, 13.753015400000002)",8864a4b139fffff,13.753015400000002,100.5003687
343,Unnamed_home_343,home,100.50054731605567,13.753047799350648,"(100.50054731605567, 13.753047799350648)",8864a4b139fffff,13.753047799350648,100.50054731605567
344,Unnamed_home_344,home,100.50051544713416,13.753047925123097,"(100.50051544713416, 13.753047925123097)",8864a4b139fffff,13.753047925123097,100.50051544713416
345,Unnamed_home_345,home,100.50048308961772,13.753046971051283,"(100.50048308961772, 13.753046971051283)",8864a4b139fffff,13.753046971051283,100.50048308961772
346,Unnamed_home_346,home,100.50044972340348,13.753039120284676,"(100.50044972340348, 13.753039120284676)",8864a4b139fffff,13.753039120284676,100.50044972340348
347,Unnamed_home_347,home,100.5005796854012,13.753049383359356,"(100.5005796854012, 13.753049383359356)",8864a4b139fffff,13.753049383359356,100.5005796854012
348,Unnamed_home_348,home,100.50058446555408,13.753166753476794,"(100.50058446555408, 13.753166753476794)",8864a4b139fffff,13.753166753476794,100.50058446555408
349,Unnamed_home_349,home,100.50055349731906,13.753167625803538,"(100.50055349731906, 13.753167625803538)",8864a4b139fffff,13.753167625803538,100.50055349731906
350,Unnamed_home_350,home,100.50052224705736,13.75316847573908,"(100.50052224705736, 13.75316847573908)",8864a4b139fffff,13.75316847573908,100.50052224705736
351,Unnamed_home_351,home,100.50048982134815,13.753169301923924,"(100.50048982134815, 13.753169301923924)",8864a4b139fffff,13.753169301923924,100.50048982134815
352,Unnamed_home_352,home,100.50045575,13.75317025,"(100.50045575, 13.75317025)",8864a4b139fffff,13.75317025,100.50045575
353,Unnamed_other_353,other,100.50037061883282,13.753184201634411,"(100.50037061883282, 13.753184201634411)",8864a4b139fffff,13.753184201634411,100.50037061883282
354,World at the corner,shopping,100.50033755949988,13.753319177196714,"(100.50033755949988, 13.753319177196714)",8864a4b139fffff,13.753319177196714,100.50033755949988
355,ยุ้ยเผือกทอด,dining,100.50051295184052,13.753401670230186,"(100.50051295184052, 13.753401670230186)",8864a4b139fffff,13.753401670230186,100.50051295184052
356,Unnamed_home_356,home,100.50042508239676,13.753306696337214,"(100.50042508239676, 13.753306696337214)",8864a4b139fffff,13.753306696337214,100.50042508239676
357,Brunch and Baked,dining,100.50034975,13.753427899999997,"(100.50034975, 13.753427899999997)",8864a4b139fffff,13.753427899999997,100.50034975
358,กุยช่ายเจ๊ต้อย,dining,100.50038239999998,13.75342265,"(100.50038239999998, 13.75342265)",8864a4b139fffff,13.75342265,100.50038239999998
359,สุวรรณโภชนา,dining,100.50041505,13.753417400000004,"(100.50041505, 13.753417400000004)",8864a4b139fffff,13.753417400000004,100.50041505
360,ตุ๊ก,dining,100.50044765184056,13.753412170230174,"(100.50044765184056, 13.753412170230174)",8864a4b139fffff,13.753412170230174,100.50044765184056
361,หลีเฮง,dining,100.50048029814911,13.753406929756895,"(100.50048029814911, 13.753406929756895)",8864a4b139fffff,13.753406929756895,100.50048029814911
362,Unnamed_work_362,work,100.50064163258048,13.753372231380409,"(100.50064163258048, 13.753372231380409)",8864a4b139fffff,13.753372231380409,100.50064163258048
363,ร.ศ.๑๖๘,dining,100.50055195377053,13.753323463114576,"(100.50055195377053, 13.753323463114576)",8864a4b139fffff,13.753323463114576,100.50055195377053
364,บริษัท เจ.เค.ที. โอโตพาร์ท จำกัด,work,100.50031135057196,13.75342533010078,"(100.50031135057196, 13.75342533010078)",8864a4b139fffff,13.75342533010078,100.50031135057196
365,ศิริพรโภชนา,dining,100.50086463234295,13.7533298520284,"(100.50086463234295, 13.7533298520284)",8864a4b139fffff,13.7533298520284,100.50086463234295
366,ลั่นฟ้า,dining,100.50067542378436,13.753363499603156,"(100.50067542378436, 13.753363499603156)",8864a4b139fffff,13.753363499603156,100.50067542378436
367,ปาท่องโก๋,dining,100.50070690553244,13.753357984148735,"(100.50070690553244, 13.753357984148735)",8864a4b139fffff,13.753357984148735,100.50070690553244
368,งุ่ยเม่งเฮียง,shopping,100.50073840651952,13.753352434152673,"(100.50073840651952, 13.753352434152673)",8864a4b139fffff,13.753352434152673,100.50073840651952
369,สุวรรณมาลา,shopping,100.50076989548292,13.75334683158952,"(100.50076989548292, 13.75334683158952)",8864a4b139fffff,13.75334683158952,100.50076989548292
370,ครัวรุ่งเรืองศรี,dining,100.50080140823516,13.753341384488037,"(100.50080140823516, 13.753341384488037)",8864a4b139fffff,13.753341384488037,100.50080140823516
371,Unnamed_work_371,work,100.5008329092214,13.753335834127835,"(100.5008329092214, 13.753335834127835)",8864a4b139fffff,13.753335834127835,100.5008329092214
372,สมบูรณ์โอสถ,work,100.50096147586324,13.753338147394675,"(100.50096147586324, 13.753338147394675)",8864a4b139fffff,13.753338147394675,100.50096147586324
373,Unnamed_work_373,work,100.50095456679912,13.75326736202944,"(100.50095456679912, 13.75326736202944)",8864a4b139fffff,13.75326736202944,100.50095456679912
374,สิราภรณ์,shopping,100.50094566276148,13.75322056251538,"(100.50094566276148, 13.75322056251538)",8864a4b139fffff,13.75322056251538,100.50094566276148
375,เซ็งซิมอี้,work,100.50093821366632,13.753177360255842,"(100.50093821366632, 13.753177360255842)",8864a4b139fffff,13.753177360255842,100.50093821366632
376,Unnamed_home_376,home,100.5006335949117,13.75323309624398,"(100.5006335949117, 13.75323309624398)",8864a4b139fffff,13.75323309624398,100.5006335949117
377,Unnamed_home_377,home,100.50066556425888,13.753235027112556,"(100.50066556425888, 13.753235027112556)",8864a4b139fffff,13.753235027112556,100.50066556425888
378,Unnamed_home_378,home,100.50070957159508,13.753229171780193,"(100.50070957159508, 13.753229171780193)",8864a4b139fffff,13.753229171780193,100.50070957159508
379,Unnamed_home_379,home,100.50076686608844,13.753226215985052,"(100.50076686608844, 13.753226215985052)",8864a4b139fffff,13.753226215985052,100.50076686608844
380,Unnamed_home_380,home,100.50082456076352,13.753217013002017,"(100.50082456076352, 13.753217013002017)",8864a4b139fffff,13.753217013002017,100.50082456076352
381,Unnamed_home_381,home,100.50062496989254,13.75307177858824,"(100.50062496989254, 13.75307177858824)",8864a4b139fffff,13.75307177858824,100.50062496989254
382,Unnamed_home_382,home,100.50068511893411,13.753057828829403,"(100.50068511893411, 13.753057828829403)",8864a4b139fffff,13.753057828829403,100.50068511893411
